ID_FORMATION,id_formateur,Telephone,adresse,LIENS
238,997,06 42 80 43 63,en ligne,https://www.coursera.org/learn/monde-action
239,999,01 17 22 91 23,en ligne,https://www.coursera.org/learn/negotiation-skills-fr
239,997,04 44 77 33 47,en ligne,https://www.coursera.org/learn/fondamentaux-negociation
239,997,06 21 72 15 24,en ligne,https://www.coursera.org/learn/reussir-le-changement
239,999,04 18 43 28 03,en ligne,https://www.coursera.org/learn/negociacion
239,1009,05 52 54 88 79,en ligne,https://www.coursera.org/learn/schedule-projects-fr
239,997,01 94 08 33 71,en ligne,https://www.coursera.org/learn/entrepreneuriatquichangelemonde
239,997,03 77 92 92 06,en ligne,https://www.coursera.org/learn/animer-seance-collaborative
239,997,01 73 74 39 09,en ligne,https://www.coursera.org/learn/innovation-publique-pensee-design
239,1013,03 70 12 32 43,en ligne,https://www.coursera.org/learn/gestion-eau
239,997,07 32 19 46 26,en ligne,https://www.coursera.org/learn/impactinvestinginnover
239,1009,07 74 15 10 61,en ligne,https://www.coursera.org/learn/project-planning-fr
239,997,02 88 91 74 99,en ligne,https://www.coursera.org/learn/monde-action
241,997,05 62 87 22 23,en ligne,https://www.coursera.org/learn/fondamentaux-negociation
241,997,04 04 82 65 96,en ligne,https://www.coursera.org/learn/reporting-extra-financier-strategie-rse
241,999,04 02 15 06 25,en ligne,https://www.coursera.org/learn/negotiation-skills-fr
241,997,04 38 21 19 51,en ligne,https://www.coursera.org/learn/animer-seance-collaborative
241,997,03 07 27 23 69,en ligne,https://www.coursera.org/learn/entrepreneuriatquichangelemonde
241,997,01 30 82 06 44,en ligne,https://www.coursera.org/learn/raison-etre-et-entreprise-a-mission
241,997,05 44 53 28 84,en ligne,https://www.coursera.org/learn/monde-action
241,997,01 85 36 48 85,en ligne,https://www.coursera.org/learn/entreprise-changement-climatique
241,997,01 19 22 08 42,en ligne,https://www.coursera.org/learn/partenariats-qui-changent-le-monde
241,1010,01 08 90 91 40,en ligne,https://www.coursera.org/projects/creation-designs-marketing-avec-canva
241,997,01 89 51 62 62,en ligne,https://www.coursera.org/learn/impactinvestinginnover
241,1014,03 78 55 52 21,en ligne,https://www.coursera.org/learn/entreprendre-culture
243,997,05 21 86 62 13,en ligne,https://www.coursera.org/learn/fondamentaux-negociation
243,997,07 12 42 45 88,en ligne,https://www.coursera.org/learn/entrepreneuriatquichangelemonde
243,1009,01 69 40 19 43,en ligne,https://www.coursera.org/learn/project-management-basics-fr
243,1010,02 74 69 67 87,en ligne,https://www.coursera.org/projects/creation-designs-marketing-avec-canva
243,997,06 11 70 82 48,en ligne,https://www.coursera.org/learn/reussir-le-changement
243,997,06 65 58 00 11,en ligne,https://www.coursera.org/learn/innovation-publique-pensee-design
243,997,05 75 64 37 60,en ligne,https://www.coursera.org/learn/les-alliances-qui-changent-les-territoires
243,1013,05 22 75 50 25,en ligne,https://www.coursera.org/learn/gestion-eau
243,997,01 62 91 57 37,en ligne,https://www.coursera.org/learn/investing-fondamentaux
243,997,03 99 78 30 46,en ligne,https://www.coursera.org/learn/evaluation-mesure-impact-social
243,997,06 99 62 24 33,en ligne,https://www.coursera.org/learn/animer-seance-collaborative
243,997,04 57 48 01 22,en ligne,https://www.coursera.org/learn/monde-action
245,997,02 79 38 96 96,en ligne,https://www.coursera.org/learn/fondamentaux-negociation
245,1015,07 82 33 35 87,en ligne,https://www.coursera.org/learn/apprendre-comment-apprendre
245,997,05 23 05 02 37,en ligne,https://www.coursera.org/learn/reporting-extra-financier-strategie-rse
245,997,06 94 30 41 45,en ligne,https://www.coursera.org/learn/partenariats-qui-changent-le-monde
245,997,06 53 59 35 63,en ligne,https://www.coursera.org/learn/originalite-et-modernite-du-mutualisme
245,997,04 14 65 93 65,en ligne,https://www.coursera.org/learn/animer-seance-collaborative
245,1010,06 26 25 39 17,en ligne,https://www.coursera.org/projects/creation-designs-marketing-avec-canva
245,1009,04 21 58 67 19,en ligne,https://www.coursera.org/learn/work-smarter-not-harder-ar
245,1010,04 21 34 94 00,en ligne,https://www.coursera.org/projects/create-amazing-designs-using-canva-ar
245,997,07 74 53 53 25,en ligne,https://www.coursera.org/learn/innovation-publique-pensee-design
245,997,06 25 95 65 72,en ligne,https://www.coursera.org/learn/entrepreneuriatquichangelemonde
245,1000,02 86 60 64 80,en ligne,https://www.coursera.org/learn/marketing-gerencial
248,997,05 06 13 20 80,en ligne,https://www.coursera.org/learn/fondamentaux-negociation
248,999,07 03 69 85 99,en ligne,https://www.coursera.org/learn/negociacion
248,999,05 26 70 22 44,en ligne,https://www.coursera.org/learn/influencing-people
248,997,05 63 07 95 32,en ligne,https://www.coursera.org/learn/partenariats-qui-changent-le-monde
248,999,02 59 24 25 62,en ligne,https://www.coursera.org/learn/negotiation-skills-fr
248,1016,05 01 45 23 13,en ligne,https://www.coursera.org/learn/communicate-with-impact-fr
248,997,06 88 81 30 24,en ligne,https://www.coursera.org/learn/entrepreneuriatquichangelemonde
248,997,01 04 74 03 62,en ligne,https://www.coursera.org/learn/les-alliances-qui-changent-les-territoires
248,1010,03 34 43 60 82,en ligne,https://www.coursera.org/projects/creation-designs-marketing-avec-canva
248,997,06 97 09 69 53,en ligne,https://www.coursera.org/learn/animer-seance-collaborative
248,997,02 01 03 58 86,en ligne,https://www.coursera.org/learn/belles-histoires-d-entreprises-a-impact
248,1010,02 12 75 66 98,en ligne,https://www.coursera.org/projects/create-amazing-designs-using-canva-ar
251,997,07 64 63 25 02,en ligne,https://www.coursera.org/learn/fondamentaux-negociation
251,999,07 91 68 74 59,en ligne,https://www.coursera.org/learn/negotiation-skills-fr
251,1017,04 90 32 05 83,en ligne,https://www.coursera.org/learn/advanced-valuation-and-strategy
251,1006,04 13 48 83 49,en ligne,https://www.coursera.org/learn/private-equity
251,997,02 97 13 12 81,en ligne,https://www.coursera.org/learn/reussir-le-changement
251,997,06 02 15 82 58,en ligne,https://www.coursera.org/learn/animer-seance-collaborative
251,1000,03 03 90 49 11,en ligne,https://www.coursera.org/learn/costosparanegocios
251,1008,01 00 75 42 94,en ligne,https://www.coursera.org/learn/negociacin-y-resolucin-de-conflictos
251,1006,05 31 61 61 11,en ligne,https://www.coursera.org/learn/private-equity-fr
251,1013,05 21 79 65 53,en ligne,https://www.coursera.org/learn/gestion-eau
251,997,07 99 75 49 75,en ligne,https://www.coursera.org/learn/innovation-publique-pensee-design
251,1012,05 21 26 66 49,en ligne,https://www.coursera.org/learn/marketing-verde
252,997,06 73 36 09 84,en ligne,https://www.coursera.org/learn/fondamentaux-negociation
252,997,06 56 64 63 35,en ligne,https://www.coursera.org/learn/grande-distribution-et-rse
252,997,02 05 41 96 86,en ligne,https://www.coursera.org/specializations/hotel-management
252,999,04 16 73 42 94,en ligne,https://www.coursera.org/learn/negotiation-skills-fr
252,997,01 34 66 29 58,en ligne,https://www.coursera.org/learn/reporting-extra-financier-strategie-rse
252,997,07 58 01 15 39,en ligne,https://www.coursera.org/learn/animer-seance-collaborative
252,1008,02 61 74 63 41,en ligne,https://www.coursera.org/learn/negociacin-y-resolucin-de-conflictos
252,1010,07 00 05 37 35,en ligne,https://www.coursera.org/projects/creation-designs-marketing-avec-canva
252,997,01 64 87 21 36,en ligne,https://www.coursera.org/learn/belles-histoires-d-entreprises-a-impact
252,997,06 79 57 98 07,en ligne,https://www.coursera.org/learn/originalite-et-modernite-du-mutualisme
252,1008,04 21 15 95 11,en ligne,https://www.coursera.org/learn/como-ser-un-gran-lider
252,1000,07 28 69 91 59,en ligne,https://www.coursera.org/learn/marketing-gerencial
253,997,07 67 49 64 14,en ligne,https://www.coursera.org/learn/fondamentaux-negociation
253,997,04 75 92 29 54,en ligne,https://www.coursera.org/specializations/hotel-management
253,997,02 22 38 19 93,en ligne,https://www.coursera.org/learn/raison-etre-et-entreprise-a-mission
253,997,07 84 46 04 52,en ligne,https://www.coursera.org/learn/animer-seance-collaborative
253,997,06 43 33 20 58,en ligne,https://www.coursera.org/learn/reussir-le-changement
253,1018,07 08 39 98 74,en ligne,https://www.coursera.org/specializations/networking-google-cloud-platform-fr
253,997,07 37 85 14 16,en ligne,https://www.coursera.org/learn/grande-distribution-et-rse
253,1010,02 08 08 41 37,en ligne,https://www.coursera.org/projects/youtube-como-canal-estrategico
253,997,05 42 08 23 91,en ligne,https://www.coursera.org/learn/les-alliances-qui-changent-les-territoires
253,1019,06 91 48 70 49,en ligne,https://www.coursera.org/learn/emprender
253,997,04 38 56 43 66,en ligne,https://www.coursera.org/learn/partenariats-qui-changent-le-monde
253,999,02 71 69 41 71,en ligne,https://www.coursera.org/learn/negotiation-skills-fr
258,997,05 62 22 51 87,en ligne,https://www.coursera.org/learn/demandmanagement
258,1020,05 65 17 42 89,en ligne,https://www.coursera.org/specializations/construction-management
258,997,01 70 20 92 26,en ligne,https://www.coursera.org/specializations/hotel-management
258,1009,07 69 29 39 95,en ligne,https://www.coursera.org/learn/project-management-basics-fr
258,997,07 51 23 92 06,en ligne,https://www.coursera.org/learn/reussir-le-changement
258,1006,01 69 76 10 99,en ligne,https://www.coursera.org/learn/corp-sustainability
258,1009,03 00 37 67 68,en ligne,https://www.coursera.org/learn/schedule-projects-fr
258,997,01 98 04 49 01,en ligne,https://www.coursera.org/learn/animer-seance-collaborative
258,1021,05 94 40 69 30,en ligne,https://www.coursera.org/specializations/gestion-proyectos
258,1022,06 19 79 53 95,en ligne,https://www.coursera.org/specializations/construction-management-fundamentals
258,997,02 26 30 11 72,en ligne,https://www.coursera.org/learn/raison-etre-et-entreprise-a-mission
258,997,03 42 07 09 30,en ligne,https://www.coursera.org/learn/innovation-manageriale
260,1008,03 63 56 78 94,en ligne,https://www.coursera.org/learn/plan-de-negocios
260,997,03 74 69 85 95,en ligne,https://www.coursera.org/learn/demandmanagement
260,1009,03 80 18 02 11,en ligne,https://www.coursera.org/learn/schedule-projects-fr
260,1012,02 46 31 37 64,en ligne,https://www.coursera.org/learn/marketing-verde
260,997,05 36 22 94 01,en ligne,https://www.coursera.org/learn/monde-action
260,997,07 87 28 96 46,en ligne,https://www.coursera.org/learn/animer-seance-collaborative
260,1000,04 46 32 01 26,en ligne,https://www.coursera.org/learn/marketing-gerencial
260,1009,04 29 23 28 53,en ligne,https://www.coursera.org/learn/project-planning-fr
260,1016,06 57 27 35 39,en ligne,https://www.coursera.org/learn/communicate-with-impact-fr
260,1010,05 71 35 17 97,en ligne,https://www.coursera.org/projects/automating-team-commmunication-with-google-sheets-and-apps-script
260,1010,03 34 82 56 78,en ligne,https://www.coursera.org/projects/create-amazing-designs-using-canva-ar
260,1008,05 53 32 00 66,en ligne,https://www.coursera.org/learn/product-management
266,1023,07 39 57 93 10,en ligne,https://www.coursera.org/specializations/business-communication
266,1024,03 81 53 73 91,en ligne,https://www.coursera.org/specializations/improve-english
266,1009,07 60 79 67 84,en ligne,https://www.coursera.org/learn/communication-in-the-workplace
266,1025,06 12 41 12 36,en ligne,https://www.coursera.org/specializations/effective-communication
266,1026,07 17 58 93 61,en ligne,https://www.coursera.org/learn/communication-skills
266,1027,04 19 16 06 45,en ligne,https://www.coursera.org/learn/wharton-communication-skills
266,1028,07 66 40 96 68,en ligne,https://www.coursera.org/specializations/business-data-management-communication
266,1023,01 95 00 41 23,en ligne,https://www.coursera.org/specializations/strategic-communication-campaigns
266,1029,07 77 96 87 47,en ligne,https://www.coursera.org/specializations/leadership-communication-engineers
266,1023,06 94 12 85 67,en ligne,https://www.coursera.org/specializations/introduction-to-public-relations-and-the-media
266,1023,02 08 42 16 77,en ligne,https://www.coursera.org/specializations/effective-business-communication
266,1023,05 86 13 69 01,en ligne,https://www.coursera.org/learn/teamwork-skills-effective-communication
274,997,01 40 75 31 06,en ligne,https://www.coursera.org/learn/reussir-le-changement
274,997,01 11 81 49 46,en ligne,https://www.coursera.org/learn/reporting-extra-financier-strategie-rse
274,997,06 33 47 00 56,en ligne,https://www.coursera.org/learn/fondamentaux-negociation
274,997,04 10 82 31 53,en ligne,https://www.coursera.org/learn/partenariats-qui-changent-le-monde
274,1009,04 98 71 29 63,en ligne,https://www.coursera.org/learn/project-risk-management-fr
274,1009,03 54 29 91 36,en ligne,https://www.coursera.org/learn/project-planning-fr
274,1004,06 39 26 67 00,en ligne,https://www.coursera.org/learn/gestion-comunicacion-interna-organizaciones
274,997,01 11 12 53 23,en ligne,https://www.coursera.org/learn/entrepreneuriatquichangelemonde
274,997,07 48 73 90 15,en ligne,https://www.coursera.org/learn/animer-seance-collaborative
274,997,03 55 00 00 61,en ligne,https://www.coursera.org/learn/raison-etre-et-entreprise-a-mission
274,997,05 28 17 85 96,en ligne,https://www.coursera.org/learn/grande-distribution-et-rse
274,997,02 56 70 78 26,en ligne,https://www.coursera.org/learn/les-alliances-qui-changent-les-territoires
283,997,05 27 95 66 16,en ligne,https://www.coursera.org/learn/reussir-le-changement
283,1023,04 53 31 54 82,en ligne,https://www.coursera.org/specializations/strategic-communication-campaigns
283,1023,03 37 27 99 43,en ligne,https://www.coursera.org/specializations/introduction-to-public-relations-and-the-media
283,1030,03 26 10 09 50,en ligne,https://www.coursera.org/learn/communication-strategies-virtual-age
283,999,04 87 85 94 01,en ligne,https://www.coursera.org/learn/influencing-people
283,1025,04 68 72 36 67,en ligne,https://www.coursera.org/specializations/effective-communication
283,1031,03 39 56 53 15,en ligne,https://www.coursera.org/learn/influencer-marketing-strategy
283,1009,01 11 81 95 39,en ligne,https://www.coursera.org/specializations/corporatecommunications
283,1016,05 00 31 38 59,en ligne,https://www.coursera.org/specializations/influencing-storytelling-change-management
283,1004,06 17 76 23 73,en ligne,https://www.coursera.org/learn/gestion-comunicacion-interna-organizaciones
283,1016,02 86 53 72 10,en ligne,https://www.coursera.org/learn/communicate-with-impact-fr
283,1005,05 44 98 72 50,en ligne,https://www.coursera.org/learn/influencing-collaboration-and-decision-making
286,1003,01 71 81 23 94,en ligne,https://www.coursera.org/learn/active-listening-enhancing-communication-skills
286,1016,05 87 23 93 29,en ligne,https://www.coursera.org/learn/communicate-with-impact-fr
286,1013,06 57 04 85 02,en ligne,https://www.coursera.org/learn/tdah
286,1030,06 12 96 66 93,en ligne,https://www.coursera.org/learn/communication-strategies-virtual-age
286,1027,04 76 60 21 22,en ligne,https://www.coursera.org/learn/wharton-communication-skills
286,1009,05 73 29 02 78,en ligne,https://www.coursera.org/learn/communication-in-the-workplace
286,1010,07 52 48 74 93,en ligne,https://www.coursera.org/projects/automating-team-commmunication-with-google-sheets-and-apps-script
286,1004,03 61 29 00 94,en ligne,https://www.coursera.org/learn/gestion-comunicacion-interna-organizaciones
286,1023,02 25 11 64 87,en ligne,https://www.coursera.org/specializations/business-communication
286,1025,04 24 55 05 33,en ligne,https://www.coursera.org/specializations/effective-communication
286,1013,01 88 42 10 32,en ligne,https://www.coursera.org/learn/troubles-spectre-autisme-diagnostic
286,1013,03 48 57 28 27,en ligne,https://www.coursera.org/learn/troubles-spectre-autisme-interventions
289,1032,01 22 99 41 37,en ligne,https://www.coursera.org/professional-certificates/marketing-en-redes-sociales-de-facebook
289,1023,06 47 72 35 79,en ligne,https://www.coursera.org/specializations/effective-business-communication
289,1012,03 91 98 57 26,en ligne,https://www.coursera.org/learn/marketing-verde
289,1000,03 92 70 90 93,en ligne,https://www.coursera.org/learn/marketing-gerencial
289,1021,01 62 01 64 30,en ligne,https://www.coursera.org/specializations/marketing-redes-sociales
289,1023,03 71 24 59 63,en ligne,https://www.coursera.org/specializations/strategic-communication-campaigns
289,1025,07 76 17 77 72,en ligne,https://www.coursera.org/specializations/effective-communication
289,1003,01 72 51 35 43,en ligne,https://www.coursera.org/learn/effective-marketing-in-the-global-marketplace
289,1033,04 95 47 32 53,en ligne,https://www.coursera.org/learn/marketing-communication-and-pr
289,1001,06 90 24 50 91,en ligne,https://www.coursera.org/specializations/estrategia-de-marketing
289,1001,02 33 76 06 51,en ligne,https://www.coursera.org/learn/investigacion-de-mercados
289,1002,06 71 47 06 22,en ligne,https://www.coursera.org/learn/assess-for-success
293,1034,04 23 81 37 85,en ligne,https://www.coursera.org/learn/content-marketing
293,1001,02 05 91 83 56,en ligne,https://www.coursera.org/learn/integrated-marketing-communications
293,1023,05 32 15 02 37,en ligne,https://www.coursera.org/specializations/strategic-communication-campaigns
293,1002,02 05 57 34 42,en ligne,https://www.coursera.org/learn/think-outside-the-inbox
293,1035,05 89 88 17 92,en ligne,https://www.coursera.org/specializations/uol-business-and-marketing-strategies
293,1027,07 55 99 75 94,en ligne,https://www.coursera.org/learn/wharton-marketing
293,1001,01 38 44 27 53,en ligne,https://www.coursera.org/specializations/marketing-mix
293,1001,03 37 07 58 47,en ligne,https://www.coursera.org/specializations/marketing-strategy
293,1007,05 65 73 75 31,en ligne,https://www.coursera.org/learn/estrategia-marketing-digital
293,1003,04 01 99 65 87,en ligne,https://www.coursera.org/learn/effective-marketing-in-the-global-marketplace
293,1000,07 05 68 64 64,en ligne,https://www.coursera.org/learn/marketing-gerencial
293,1031,04 92 61 27 62,en ligne,https://www.coursera.org/learn/influencer-marketing-strategy
300,1023,03 98 64 93 80,en ligne,https://www.coursera.org/specializations/business-communication
300,1036,03 73 19 38 69,en ligne,https://www.coursera.org/learn/communication
300,1009,01 49 52 32 77,en ligne,https://www.coursera.org/learn/communication-in-the-workplace
300,999,07 02 41 00 55,en ligne,https://www.coursera.org/learn/negociacion
300,1030,07 22 79 21 66,en ligne,https://www.coursera.org/learn/communication-strategies-virtual-age
300,1027,02 85 02 94 30,en ligne,https://www.coursera.org/learn/wharton-communication-skills
300,1025,06 98 36 27 18,en ligne,https://www.coursera.org/specializations/effective-communication
300,997,06 36 96 69 78,en ligne,https://www.coursera.org/learn/reporting-extra-financier-strategie-rse
300,1037,02 88 38 94 78,en ligne,https://www.coursera.org/learn/cross-cultural-communication-business
300,1013,07 83 79 79 34,en ligne,https://www.coursera.org/learn/tdah
300,1009,04 09 85 22 50,en ligne,https://www.coursera.org/specializations/corporatecommunications
300,1023,07 66 37 11 75,en ligne,https://www.coursera.org/specializations/strategic-communication-campaigns
305,997,03 88 44 67 34,en ligne,https://www.coursera.org/learn/reussir-le-changement
305,1023,05 58 84 98 64,en ligne,https://www.coursera.org/specializations/business-communication
305,997,05 19 69 09 32,en ligne,https://www.coursera.org/learn/reporting-extra-financier-strategie-rse
305,1024,03 60 73 75 15,en ligne,https://www.coursera.org/specializations/improve-english
305,1009,01 65 94 40 40,en ligne,https://www.coursera.org/learn/communication-in-the-workplace
305,1027,01 34 65 29 23,en ligne,https://www.coursera.org/learn/wharton-communication-skills
305,1030,07 28 38 31 19,en ligne,https://www.coursera.org/learn/communication-strategies-virtual-age
305,1025,07 44 64 79 75,en ligne,https://www.coursera.org/specializations/effective-communication
305,1023,02 90 13 40 99,en ligne,https://www.coursera.org/specializations/strategic-communication-campaigns
305,1023,06 02 80 80 71,en ligne,https://www.coursera.org/learn/teamwork-skills-effective-communication
305,1004,04 55 09 15 82,en ligne,https://www.coursera.org/learn/gestion-comunicacion-interna-organizaciones
305,1009,03 78 13 08 65,en ligne,https://www.coursera.org/specializations/corporatecommunications
309,1023,06 36 10 07 41,en ligne,https://www.coursera.org/specializations/business-communication
309,1023,02 90 14 26 17,en ligne,https://www.coursera.org/specializations/introduction-to-public-relations-and-the-media
309,1024,04 55 03 42 67,en ligne,https://www.coursera.org/specializations/improve-english
309,1023,07 34 41 70 00,en ligne,https://www.coursera.org/specializations/effective-business-communication
309,1027,07 44 52 41 38,en ligne,https://www.coursera.org/learn/wharton-communication-skills
309,997,02 42 92 85 84,en ligne,https://www.coursera.org/learn/reussir-le-changement
309,1027,04 51 17 10 69,en ligne,https://www.coursera.org/learn/journalism
309,1026,05 65 99 71 67,en ligne,https://www.coursera.org/learn/communication-skills
309,1009,06 97 86 73 26,en ligne,https://www.coursera.org/learn/communication-in-the-workplace
309,1015,06 08 86 39 54,en ligne,https://www.coursera.org/learn/apprendre-comment-apprendre
309,1025,02 68 91 87 55,en ligne,https://www.coursera.org/specializations/effective-communication
309,1030,02 87 61 39 73,en ligne,https://www.coursera.org/learn/communication-strategies-virtual-age
311,1025,03 02 33 70 38,en ligne,https://www.coursera.org/specializations/effective-communication
311,1016,01 64 27 56 14,en ligne,https://www.coursera.org/learn/communicate-with-impact-fr
311,1023,01 64 23 26 81,en ligne,https://www.coursera.org/specializations/strategic-communication-campaigns
311,1038,03 07 67 32 57,en ligne,https://www.coursera.org/learn/cyber-conflicts
311,1010,06 17 28 56 57,en ligne,https://www.coursera.org/projects/creer-site-web-gratuit-wordpress
311,1018,05 78 23 60 72,en ligne,https://www.coursera.org/specializations/networking-google-cloud-platform-fr
311,1004,01 09 67 48 00,en ligne,https://www.coursera.org/learn/gestion-comunicacion-interna-organizaciones
311,1013,02 25 70 71 93,en ligne,https://www.coursera.org/learn/innovation-medias-transformation-digitale
311,1013,02 06 57 00 84,en ligne,https://www.coursera.org/learn/international-organizations
311,1021,06 74 16 99 29,en ligne,https://www.coursera.org/learn/intro-redes-sociales
311,1039,05 85 99 10 24,en ligne,https://www.coursera.org/learn/rediger-publier-article-scientifique
311,1002,07 13 40 97 53,en ligne,https://www.coursera.org/professional-certificates/google-it-arabic
318,1039,02 58 44 45 48,en ligne,https://www.coursera.org/learn/etudier-en-france
318,1016,02 13 41 95 93,en ligne,https://www.coursera.org/learn/communicate-with-impact-fr
318,1003,02 25 18 15 98,en ligne,https://www.coursera.org/learn/active-listening-enhancing-communication-skills
318,1040,06 01 24 39 09,en ligne,https://www.coursera.org/learn/english-common-interactions-workplace-basic-level
318,1024,05 47 77 06 19,en ligne,https://www.coursera.org/specializations/improve-english
318,1030,01 97 02 64 46,en ligne,https://www.coursera.org/learn/communication-strategies-virtual-age
318,1027,05 31 56 91 89,en ligne,https://www.coursera.org/learn/wharton-communication-skills
318,1023,02 31 81 97 29,en ligne,https://www.coursera.org/learn/teamwork-skills-effective-communication
318,1026,02 94 96 69 27,en ligne,https://www.coursera.org/learn/communication-skills
318,1029,02 74 08 62 11,en ligne,https://www.coursera.org/learn/spanish-in-healthcare-settings
318,1009,06 72 10 00 06,en ligne,https://www.coursera.org/specializations/corporatecommunications
318,1009,07 17 07 18 85,en ligne,https://www.coursera.org/learn/communication-in-the-workplace
320,1039,03 08 29 74 38,en ligne,https://www.coursera.org/learn/etudier-en-france
320,1016,01 05 07 67 03,en ligne,https://www.coursera.org/learn/communicate-with-impact-fr
320,1039,01 74 34 23 36,en ligne,https://www.coursera.org/learn/comprendre-la-france-advanced-french-language-culture-c1-c2
320,1003,05 01 18 51 22,en ligne,https://www.coursera.org/learn/active-listening-enhancing-communication-skills
320,1021,04 21 80 88 81,en ligne,https://www.coursera.org/learn/escritura-esp
320,1015,04 92 25 22 56,en ligne,https://www.coursera.org/learn/apprendre-comment-apprendre
320,997,04 65 56 01 52,en ligne,https://www.coursera.org/learn/reussir-le-changement
320,1013,06 78 56 31 23,en ligne,https://www.coursera.org/learn/ethique
320,1024,07 72 40 15 02,en ligne,https://www.coursera.org/specializations/improve-english
320,1039,03 08 58 03 25,en ligne,https://www.coursera.org/learn/recherche-documentaire
320,1023,01 33 73 74 68,en ligne,https://www.coursera.org/specializations/business-communication
320,1027,03 86 54 90 29,en ligne,https://www.coursera.org/learn/wharton-communication-skills
323,1035,06 98 60 23 86,en ligne,https://www.coursera.org/learn/film-images
323,1016,02 95 20 07 87,en ligne,https://www.coursera.org/learn/communicate-with-impact-fr
323,1027,05 15 88 82 60,en ligne,https://www.coursera.org/learn/wharton-communication-skills
